ID,unit,unit.extended,square,sub.square,raw.material,raw.material.extended,termal.alteration,frost.alteration,patina,cortex,cortex.position,cortical.surface,class,laminar.y.n,carinated,classification.1,classification.2,classification.3,classification.4,length,width,thickness,volume,surface,flaking.surface.length,flaking.surface.width,core.blank,blank.production,platforms.number,surfaces.number,flaking.surface.scars.count,platform.scars.count,scar.count.total,blade.removals.number,bladelet.removals.number,flake.removals.number,initial.preparation,back,flaking.surface,reduction.pattern,flaking.surface.profile,flaking.surface.2.profile,last.removal,second.last.removal,last.removal.second.surface,second.last.removal.second.surface,second.flaking.surface.length,second.flaking.surface.width,last.removal.length,last.removal.width,second.removal.length,second.removal.width,last.removal.length.second.surface,last.removal.width.second.surface,second.last.removal.length.second.surface,second.last.removal.width.second.surface,profile.last.removal,profile.second.removal,profile.last.removal.second.surface,profile.second.last.removal.second.surface,last.removal.orientation,second.removal.orientation,last.removal.orientation.second.surface,second.last.removal.orientation.second.surface,distal.end.last.removal,distal.end.second.removal,distal.end.last.removal.second.surface,distal.end.second.last.removal.second.surface,striking.angle.meshlab,striking.angle.visual,second.striking.angle.visual,striking.platform,platform.ridge.preparation,second.striking.platform,second.platform.ridge.preparation,flaking.surface.maintenance,maintenance.removal.location,lateral.maintenance,lateral.maintenance.orientation,core.axis,discard,VRM.generations.number.length.base,VRM.generations.number.length.platform,VRM.generations.number.width,VRM.generations.number.thickness,mesh
RF.c_19,A2,A2,87,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,58.20000076,47.29999924,43.5,61720.13281,9834.570858,53.59999847,50.29999924,Block,Blade-Bladelet,1,1,27,1,28,1,3,3,NA,Scars,Unidirectional,Sub-parallel,Convex,Straight,Bladelet,NA,Bladelet,NA,23,21,47.79999924,11.5,NA,NA,19.70000076,5.699999809,NA,NA,Curved,NA,Straight,NA,Off-axis right,NA,Axial,NA,Convergent,NA,Hinged,NA,69,75,75,Reshaped (tablet visible),Flaking,Reshaped (tablet visible),Abraded,Flake,Distal oblique,Flake,Left perpendicular,Maggiore lunghezza,Hinged scars,1,1,4,3,Yes
RF.c_191,A2R,A2R,146,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core-Tool,Yes,TRUE,Carinated,Carinated,Carinated,Carinated,19.60000038,27.60000038,31.20000076,6186.62207,2053.728661,19.70000076,27.60000038,Flake,Bladelet,1,1,25,0,25,0,10,0,NA,Scars,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,NA,NA,NA,NA,NA,19.20000076,7.400000095,16.79999924,6.599999905,NA,NA,NA,NA,Slightly curved,Slightly curved,NA,NA,Axial,Off-axis left,NA,NA,Straight,Irregular,NA,NA,59,62,NA,Plain,Abraded,NA,NA,Lateral comma-like bladelet;Overshot laminar,Flaking surface axial;Flaking surface oblique,NA,NA,"Lato corto, preferenza recul maggiore",Hinged scars,NA,NA,NA,NA,Yes
RF.c_192,A2R,A2R,125,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core-Tool,Yes,TRUE,Carinated,Carinated,Carinated,Carinated,21.2,35.90000153,40.20000076,10323.7666,2848.327934,21.2,24.29999924,Flake,Bladelet,1,1,18,1,19,0,4,0,NA,Scars,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,NA,NA,NA,NA,NA,14.39999962,5.400000095,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Axial,NA,NA,NA,Convergent,NA,NA,NA,74,75,NA,Plain,Abraded,NA,NA,Lateral comma-like flake;Overshot laminar,Flaking surface oblique,Flake,Right axial,"Lato corto, preferenza recul maggiore",Hinged scars,NA,NA,NA,NA,Yes
RF.c_193,A2R,A2R,126,NA,Scaglia.Variegata,SV3,NA,NA,NA,1-33%,Base;Lateral left,1529.6,Core,Yes,FALSE,Initial,Initial,"Initial, semi-circumferential",Platform,35.09999847,62,28.79999924,33435.82813,6464.526419,28.89999962,58.70000076,Nodule,Bladelet,1,1,17,6,23,0,6,4,NA,Scars,Unidirectional,Sub-parallel,Convex,NA,Bladelet,NA,NA,NA,NA,NA,30.29999924,6.800000191,26.20000076,9.199999809,NA,NA,NA,NA,Curved,Curved,NA,NA,Axial,Axial,NA,NA,Straight,Straight,NA,NA,84,70,NA,Reshaped (tablet visible),Abraded,NA,NA,Overshot laminar,Flaking surface axial,NA,NA,"Lato corto, preferenza recul maggiore",Undetermined,1,2,6,6,Yes
RF.c_194,A2,A2tetto,125,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,25.6,26.6,37.3,10004.07031,2663.109851,29.2,27.2,Undetermined,Bladelet,1,1,23,2,25,0,7,0,Undetermined,2 exploited faces,Unidirectional,Convergent,Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,23.8,10.2,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Off-axis right,NA,NA,NA,Irregular,NA,NA,NA,70,62,NA,Reshaped (tablet visible),Abraded,NA,NA,Overshot laminar,Flaking surface axial,Flake,Right oblique,"Lato corto, preferenza recul maggiore",Undetermined,NA,NA,NA,NA,Yes
RF.c_195,D3b.alpha,D3b.alpha,69,h,Maiolica,B2-4,FALSE,FALSE,FALSE,33-66%,Back,NA,Core,No,FALSE,Flake,Platform,Wide-faced flat,NA,55,41,15.80000019,NA,NA,31.39999962,38.70000076,Flake,Flake,1,1,NA,NA,NA,0,0,4,NA,Cortical,Unidirectional,Convergent,Straight,NA,Flake,Flake,NA,NA,NA,NA,22.10000038,14.80000019,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,NA,64,NA,Plain,None,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,Flat surface;Hinged scars,0,3,1,3,No
RF.c_20,A2R,A2R,125,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Lateral left;Lateral right,463.68,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,44.70000076,28.70000076,20.70000076,9388.03418,2921.486459,40.70000076,27.60000038,Slab,Bladelet,2-opposed,1,12,2,14,0,8,NA,NA,Scars,Bidirectional,Sub-parallel,Straight,NA,Bladelet,Bladelet,NA,NA,NA,NA,24,8.600000381,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Off-axis right,NA,NA,NA,Irregular,NA,NA,NA,79,75,NA,Plain,Abraded,NA,NA,Debordant flake;Flake,Distal oblique;Flaking surface axial,NA,NA,Maggiore lunghezza,Dimension,1,2,2,4,Yes
RF.c_200,D3d,D3d,76,b,Maiolica,B2-4,FALSE,FALSE,FALSE,66-99%,Back,2110.9,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,49.79999924,75,23.89999962,25353.88281,6356.408114,23,32.5,Flake,Flake,1,1,8,1,9,0,0,1,Decortification,Cortical,Unidirectional,Sub-parallel,Straight,NA,Flake,NA,NA,NA,NA,NA,21,20.10000038,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Straight,NA,NA,NA,75,75,NA,Cortical,None,NA,NA,NA,NA,Flake,Right perpendicular,Maggiore lunghezza,Flat surface,0,2,3,4,Yes
RF.c_204,D3b,D3b,48,g,Maiolica,B2-4,FALSE,FALSE,FALSE,0%,NA,NA,Core,No,FALSE,Shatter,Shatter,NA,Shatter,21,32,16,NA,NA,NA,NA,Undetermined,Bladelet,1,1,NA,NA,NA,0,7,0,Undetermined,Undetermined,Unidirectional,Sub-parallel,Convex,NA,Bladelet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,Plain,Abraded,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,No
RF.c_205,D3b.alpha,D3b.alpha,47,i,Scaglia.Variegata,SV,FALSE,FALSE,FALSE,0%,NA,0,Core,Yes,FALSE,Narrow-sided,Narrow-sided,Narrow-sided,Platform,45,13,43.70000076,13114.65039,4184.230851,41.40000153,23.60000038,Flake,Bladelet,1,1,10,3,13,0,3,0,NA,Ventral face,Unidirectional,Sub-parallel,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,28.70000076,7.800000191,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Axial,NA,NA,NA,Convergent,NA,NA,NA,76,66,NA,Reshaped (tablet visible),Abraded,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,Undetermined,0,1,2,2,Yes
RF.c_207,D3b.alpha,D3b.alpha,pre.80,NA,Scaglia.Variegata,SV,FALSE,FALSE,FALSE,0%,NA,0,Core-Tool,Yes,TRUE,Carinated,Carinated,Carinated,Carinated,37.29999924,40.29999924,55.20000076,19628.19922,4601.390851,39.59999847,33,Undetermined,Bladelet,1,1,19,7,26,0,NA,NA,Undetermined,Scars,Unidirectional,Convergent,Slightly-Convex,NA,Flake,Bladelet,NA,NA,NA,NA,19,13,31.10000038,9.699999809,NA,NA,NA,NA,Straight,Slightly curved,NA,NA,Axial,Axial,NA,NA,Hinged,Convergent,NA,NA,57,58,NA,Reshaped (tablet visible),Abraded,NA,NA,Overshot laminar,Flaking surface axial,Flake,Left perpendicular;Right oblique,"Lato corto, preferenza recul maggiore",Hinged scars,NA,NA,NA,NA,Yes
RF.c_21,A2,A2,49,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Base,2621.58,Core,Yes,FALSE,Narrow-sided,Narrow-sided,Narrow-sided,Platform,60.59999847,49.29999924,68.59999847,81698.78125,11075.53703,60.09999847,47.70000076,Nodule,Blade-Bladelet,1,1,12,3,15,1,3,2,NA,Natural,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,45.09999847,9.199999809,57.29999924,26.60000038,NA,NA,NA,NA,Straight,Curved,NA,NA,Axial,Off-axis left,NA,NA,Convergent,Plunging,NA,NA,87,65,NA,Reshaped (tablet visible),Abraded,NA,NA,Debordant blade;Debordant flake;Lateral coma-like blade,Flaking surface axial;Flaking surface oblique,Flake,Right perpendicular,"Lato corto, preferenza recul maggiore",Undetermined,0,1,1,1,Yes
RF.c_212,D3d.base,D3d base,66,g,Scaglia.Rossa,SR,FALSE,FALSE,FALSE,0%,NA,0,Core-Tool,Yes,TRUE,Carinated,Carinated,Carinated,Carinated,19.70000076,30.79999924,43.20000076,10079.12598,3197.740411,19.5,27,Flake,Bladelet,1,1,8,0,8,0,3,0,NA,Natural;Ventral face,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,NA,NA,NA,NA,NA,15.19999981,6.599999905,18.60000038,6.599999905,NA,NA,NA,NA,Slightly curved,Slightly curved,NA,NA,Axial,Axial,NA,NA,Convergent,Straight,NA,NA,71,56,NA,Plain,Abraded,NA,NA,Technical flake,Flaking surface oblique,NA,NA,"Lato corto, preferenza recul maggiore",Undetermined,2,2,4,3,Yes
RF.c_213,D3b,D3b,20,tutto,Maiolica,B2-4,FALSE,FALSE,FALSE,1-33%,NA,643.64,Core-Tool,Yes,TRUE,Carinated,Carinated,Carinated,Carinated,26,39.5,46.90000153,12841.23438,3801.422488,26,28,Flake,Bladelet,1,1,13,0,13,0,4,2,Undetermined,Natural,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,Flake,NA,NA,NA,NA,19.70000076,9.399999619,20.29999924,14.69999981,NA,NA,NA,NA,Slightly curved,Straight,NA,NA,Axial,NA,Off-axis right,NA,Straight,Straight,NA,NA,54,54,NA,Plain,Abraded,NA,NA,Technical flake,Flaking surface oblique,Flake,Left oblique,"Lato corto, preferenza recul maggiore",Hinged scars,1,1,3,4,Yes
RF.c_215,D3b,D3b,55,tutto,Maiolica,B2-4,FALSE,FALSE,FALSE,0%,NA,0,Core-Tool,Yes,TRUE,Multi-platform,Multi-platform,"Multi-platform, carinated",Platform,34.29999924,32.79999924,33,10729.22461,2996.419332,30.39999962,16.29999924,Undetermined,Blade-Bladelet,2-unrelated,2,13,0,13,0,7,0,Undetermined,2 exploited faces,Unidirectional,Convergent,Straight,Slightly-convex,Bladelet,NA,Bladelet,NA,32.70000076,35.20000076,20.79999924,8.300000191,NA,NA,15.60000038,6.199999809,NA,NA,Straight,NA,Slightly curved,NA,Axial,NA,Axial,NA,Hinged,NA,Convergent,NA,60,65,62,Reshaped (tablet visible),Abraded,Plain,Abraded,Overshot laminar,Flaking surface axial,NA,NA,"Lato corto, preferenza recul maggiore;Maggiore lunghezza",Undetermined,0,0,2,4,Yes
RF.c_217,D3b,D3b,40,tutto,Other,Eoc2,FALSE,FALSE,FALSE,0%,NA,0,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,32,39,36,13504.29199,3576.944753,34,39,Undetermined,Bladelet,1,1,27,2,29,2,10,0,Undetermined,2 exploited faces,Unidirectional,Convergent,Straight,NA,Bladelet,Bladelet,NA,NA,NA,NA,38.20000076,11.60000038,33.5,9.5,NA,NA,NA,NA,Straight,Slightly curved,NA,NA,Axial,Axial,NA,NA,Convergent,Straight,NA,NA,77,60,NA,Reshaped (tablet visible),Abraded,NA,NA,Technica blade;Technical flake,Flaking surface axial;Flaking surface oblique,Flake,Left axial;Right axial,Maggiore lunghezza,Hinged scars,1,1,2,5,Yes
RF.c_22,A2,A2,96,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Lateral right,154.6,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,60.59999847,26.5,51,27759.82031,6454.121755,57.79999924,26,Flake,Blade-Bladelet,1,1,12,6,18,3,NA,NA,NA,Joint surface,Unidirectional,Sub-parallel,Convex,NA,Blade,NA,NA,NA,NA,NA,44.59999847,18,NA,NA,NA,NA,NA,NA,Slightly curved,NA,NA,NA,Off-axis right,NA,NA,NA,Hinged,NA,NA,NA,62,60,NA,Faceted,None,NA,NA,NA,NA,Partial crest,Right perpendicular,Maggiore lunghezza,Hinged scars,NA,NA,NA,NA,Yes
RF.c_220,D3b.alpha,D3b.alpha,47,c,Maiolica,B2-4,FALSE,FALSE,FALSE,1-33%,Back;Base,1096.3,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,67.5,73.69999695,45.5,93557.82031,12650.92119,65.69999695,72,Nodule,Blade-Flake,1,1,12,1,13,2,0,2,Decortification,Cortical;Scars,Unidirectional,Sub-parallel,Slightly-Convex,NA,Flake,Blade,NA,NA,NA,NA,35.5,19.89999962,64.40000153,26.39999962,NA,NA,NA,NA,Straight,Curved,NA,NA,Axial,Axial,NA,NA,Hinged,Straight,NA,NA,61,60,NA,Reshaped (tablet visible),Abraded,NA,NA,Lateral comma-like flake,Flaking surface oblique,Flake,Left oblique,"Lato corto, preferenza recul maggiore",Hinged scars,0,1,3,5,Yes
RF.c_221,D3b,D3b,65,d,Maiolica,B1,FALSE,FALSE,FALSE,1-33%,Back;Base,132.6,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,29.20000076,24.89999962,23.89999962,4594.540527,1686.019823,27.89999962,24.39999962,Nodule,Bladelet,1,1,22,2,24,0,9,0,Undetermined,2 exploited faces,Unidirectional,Convergent,Straight,NA,Bladelet,Bladelet,NA,NA,NA,NA,19.70000076,4.599999905,23.39999962,4.5,NA,NA,NA,NA,Straight,Straight,NA,NA,Axial,Axial,NA,NA,Hinged,Convergent,NA,NA,67,60,NA,Reshaped (tablet visible),Bladelet,NA,NA,NA,NA,Flake,Left axial,Maggiore lunghezza,Dimension,NA,NA,NA,NA,Yes
RF.c_222,D3d.base,D3d base,47,e,Scaglia.Variegata,SV3,FALSE,FALSE,FALSE,33-66%,Lateral right,1118.2,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,56.59999847,26.10000038,32.79999924,20397.72461,5046.869744,46.20000076,14,Undetermined,Blade-Bladelet,1,1,11,1,12,1,1,0,Primary flaking,Ventral face,Unidirectional,Sub-parallel,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,44.79999924,13.80000019,24.20000076,7.5,NA,NA,NA,NA,Slightly curved,Slightly curved,NA,NA,Axial,Axial,NA,NA,Straight,Convergent,NA,NA,77,74,NA,Plain,None,NA,NA,NA,NA,Flake,Left axial,Maggiore lunghezza,Raw material,1,2,7,2,Yes
RF.c_223,D3b,D3b,55,tutto,Maiolica,B2-4,FALSE,FALSE,FALSE,1-33%,Base,556.57,Core-Tool,Yes,TRUE,Carinated,Carinated,Carinated,Carinated,28.89999962,34.86999893,46.90000153,8201.235352,2779.681435,27.70000076,19.89999962,Flake,Bladelet,1,1,6,0,6,0,3,0,Undetermined,Natural,Unidirectional,Convergent,Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,18,5.800000191,NA,NA,NA,NA,NA,NA,Slightly curved,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,85,57,NA,Plain,NA,NA,NA,Flake,Flaking surface oblique,Flake,Right axial,"Lato corto, preferenza recul maggiore",Undetermined,0,0,1,2,Yes
RF.c_224,D3b,D3b,27,tutto,Maiolica,B2-4,FALSE,FALSE,TRUE,0,NA,0,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,38.5,19.39999962,32.79999924,10665.99316,3109.138404,35.29999924,20.29999924,Angular debris,Blade-Bladelet,1,1,4,1,5,0,0,0,Primary crest,Scars,Unidirectional,Sub-parallel,Straight,NA,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,NA,NA,NA,NA,76,66,NA,Plain,None,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,NA,0,2,2,2,Yes
RF.c_225,D3b.alpha,D3b.alpha,52,a,Maiolica,B2-4,No,No,No,1-33%,Base,1158.58,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,121.2,32.6,74.2,112223.8516,17424.54611,104,36.4,Undetermined,Blade-Bladelet,2-unrelated,2,27,5,32,3,1,4,Primary crest,Crest,Unidirectional,Sub-parallel,Convex,Convex,Flake,Blade,Bladelet,NA,51,9,30.8,22.2,93.3,20.6,53.8,9.2,NA,NA,Curved,Curved,Curved,NA,Axial,Axial,Axial,NA,Straight,Hinged,Convergent,NA,81,80,80,Reshaped (tablet visible),Abraded,Plain,None,NA,NA,NA,NA,Maggiore lunghezza,Undetermined,NA,NA,NA,NA,Yes
RF.c_227,D3b,D3b,49,a,Maiolica,B2-4,FALSE,FALSE,FALSE,0%,NA,0,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,49.5,36.29999924,24.10000038,18265.81445,4163.746356,47,32.70000076,Undetermined,Blade-Bladelet,1,1,17,2,19,2,4,0,Undetermined,Scars,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,Blade,NA,NA,NA,NA,40.40000153,9.899999619,47.29999924,14.80000019,NA,NA,NA,NA,Slightly curved,Curved,NA,NA,Axial,Off-axis left,NA,NA,Convergent,Irregular,NA,NA,72,64,NA,Plain,Abraded,NA,NA,Lateral coma-like blade,Flaking surface oblique,Crest;Flake,Left perpendicular;Right axial,Maggiore lunghezza,Hinged scars,1,2,2,5,Yes
RF.c_23,A1,A1,63,NA,Other,Eoc2,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,41.40000153,49,18.20000076,12734.41211,3574.086685,41.40000153,46.79999924,Undetermined,Bladelet,2-unrelated,2,21,1,22,0,5,0,NA,Scars;Ventral face,Unidirectional,Sub-parallel,Convex,Slightly-convex,Bladelet,Bladelet,Bladelet,Bladelet,41.40000153,46.79999924,23.20000076,9,NA,NA,15.5,4.300000191,38,10.10000038,Slightly curved,NA,Slightly curved,Curved,Axial,NA,Axial,Off-axis left,Irregular,NA,Irregular,Straight,74,63,60,Reshaped (tablet visible),Flaking,Plain,Abraded,Overshot laminar,Flaking surface axial,Flake,Right oblique,Maggiore lunghezza,Flat surface,0,1,1,1,Yes
RF.c_230,D3b,D3b,46,h,Maiolica,B2-4,FALSE,FALSE,FALSE,0%,NA,NA,Core,No,FALSE,Flake,Multidirectional,NA,NA,40.59999847,38.90000153,15.30000019,NA,NA,40.29999924,36.5,Flake,Flake,1,1,NA,NA,NA,0,0,3,Undetermined,Natural,Unidirectional,Sub-parallel,Straight,NA,Flake,Flake,NA,NA,NA,NA,27,24.60000038,NA,NA,NA,NA,NA,NA,Slightly curved,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,NA,63,NA,Plain,NA,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,Hinged scars,1,1,4,6,No
RF.c_231,D3d.base,D3d base,59,h,Scaglia.Variegata,SV,FALSE,FALSE,FALSE,0%,NA,0,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,33,27.20000076,18.5,6070.680176,1977.929467,32.40000153,27.20000076,Undetermined,Bladelet,1,1,17,2,19,0,4,0,Undetermined,Scars,Unidirectional,Convergent,Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,29.10000038,9.100000381,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Axial,NA,NA,NA,Convergent,NA,NA,NA,82,75,NA,Plain,Abraded,NA,NA,Bladelet,Flaking surface oblique,NA,NA,Maggiore lunghezza,Raw material,0,1,1,2,Yes
RF.c_232,D3d,D3d,67,a,Undetermined,Undetermined,FALSE,TRUE,TRUE,0%,NA,NA,Core,No,FALSE,Flake,Multidirectional,NA,NA,55.5,77.19999695,42.70000076,NA,NA,NA,NA,Block,Flake,NA,3,NA,NA,NA,0,0,6,Undetermined,Scars,Multidirectional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,Reshaped (tablet visible),NA,NA,NA,NA,NA,NA,NA,NA,Raw material,NA,NA,NA,NA,No
RF.c_234,D3d,D3d,67,h,Maiolica,B2-4,FALSE,FALSE,FALSE,1-33%,Back,754.39,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,52.79999924,30.20000076,67.90000153,39664.30078,6912.715392,52.29999924,30.20000076,Flake,Blade-Bladelet,1,1,23,2,25,2,2,0,Primary flaking,Cortical,Unidirectional,Sub-parallel,Slightly-Convex,NA,Blade,NA,NA,NA,NA,NA,52.29999924,17.39999962,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Axial,NA,NA,NA,Straight,NA,NA,NA,93,70,NA,Reshaped (tablet visible),Abraded,NA,NA,Overshot laminar,Flaking surface axial,Flake,Left axial;Right axial;Right perpendicular,"Lato corto, preferenza recul maggiore",Hinged scars,1,3,4,4,Yes
RF.c_235,D3b.alpha,D3b.alpha,58,h,Maiolica,B2-4,FALSE,FALSE,FALSE,66-99%,Back;Base;Flaking surface,3026.58,Core,Yes,FALSE,Initial,Initial,"Initial, semi-circumferential",Platform,52,41.79999924,27.89999962,24760.93359,5038.300936,50,40.79999924,Nodule,Flake,1,1,7,2,9,0,0,3,Decortification,Cortical,Unidirectional,Sub-parallel,Straight,NA,Flake,NA,NA,NA,NA,NA,34.79999924,23.29999924,19.29999924,20,NA,NA,NA,NA,Straight,Straight,NA,NA,Axial,Axial,NA,NA,Hinged,Hinged,NA,NA,55,68,NA,Plain,Abraded,NA,NA,NA,NA,Flake,Left perpendicular,Maggiore lunghezza,Hinged scars,2,3,3,5,Yes
RF.c_239,D3b,D3b,25,tutto,Scaglia.Variegata,SV,FALSE,FALSE,FALSE,0%,NA,NA,Core,No,FALSE,Flake,Multidirectional,NA,NA,28,32.59999847,23.5,NA,NA,28,32.59999847,Undetermined,Flake,3,3,NA,NA,NA,0,0,7,Undetermined,Scars,Multidirectional,Multidirectional,NA,NA,Flake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,Plain,None,NA,NA,NA,NA,NA,NA,NA,Hinged scars,0,0,0,3,No
RF.c_24,A1,A1,52,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Back,535.71,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,41.79999924,40,29.60000038,18711.28125,4168.643649,41.79999924,40,Block,Blade-Bladelet,1,1,15,5,20,2,5,0,NA,Prepared,Unidirectional,Convergent,Convex,NA,Blade,NA,NA,NA,NA,NA,34.20000076,15.60000038,NA,NA,NA,NA,NA,NA,Slightly curved,NA,NA,NA,Off-axis right,NA,NA,NA,Straight,NA,NA,NA,82,68,NA,Faceted,Abraded,NA,NA,Lateral coma-like blade;Overshot laminar,Flaking surface axial;Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,NA,NA,NA,NA,Yes
RF.c_241,D3b.alpha,D3b.alpha,68,h,Maiolica,B2-4,FALSE,FALSE,FALSE,33-66%,Back;Lateral left,2202.96,Core,Yes,FALSE,Initial,Initial,"Initial, semi-circumferential",Platform,63,34.90000153,23.79999924,21386.95898,4944.057103,63,34.5,Nodule,Blade,1,1,4,1,5,1,0,0,Primary flaking,Cortical,Unidirectional,Sub-parallel,Convex,NA,Blade,NA,NA,NA,NA,NA,63,21.79999924,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Axial,NA,NA,NA,Straight,NA,NA,NA,69,58,NA,Plain,Abraded,NA,NA,Overshot laminar,Flaking surface axial,NA,NA,Maggiore lunghezza,Undetermined,0,2,1,3,Yes
RF.c_242,D3b,D3b,20,tutto,Maiolica,B2-4,FALSE,FALSE,FALSE,0%,NA,0,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,38.79999924,25.89999962,28.89999962,9443.920898,2786.911314,38.70000076,25.89999962,Undetermined,Bladelet,2-unrelated,2,18,3,21,0,4,0,Undetermined,2 exploited faces,Unidirectional,Convergent+Sub-parallel,Slightly-Convex,Straight,Bladelet,Bladelet,Bladelet,Bladelet,26.29999924,19.29999924,22.20000076,7.599999905,23.20000076,4.800000191,21.20000076,9.5,12.19999981,12.5,Straight,Straight,Straight,Straight,Axial,Axial,Axial,Axial,Straight,Hinged,Convergent,Hinged,73,67,64,Plain,Abraded,Plain,Abraded,Technical flake,Flaking surface axial,Flake,Right perpendicular,"Lato corto, preferenza recul maggiore;Maggiore lunghezza",Hinged scars;Raw material,1,1,1,1,Yes
RF.c_243,D3d.base,D3d base,77,h,Scaglia.Variegata,SV3,FALSE,FALSE,FALSE,33-66%,Back,667.06,Core-Tool,Yes,TRUE,Carinated,Carinated.burin,Carinated,Carinated,28.60000038,14.30000019,37,5512.779785,2107.730375,26,19.29999924,Flake,Bladelet,1,1,7,2,9,0,5,0,Undetermined,Cortical,Unidirectional,Convergent,Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,19,7.699999809,17.89999962,4.699999809,NA,NA,NA,NA,Slightly curved,Slightly curved,NA,NA,Axial,Axial,NA,NA,Straight,Convergent,NA,NA,79,58,NA,Reshaped (tablet visible),Abraded,NA,NA,Flake,Distal perpendicular,NA,NA,"Lato corto, preferenza recul maggiore",Undetermined,0,0,3,3,Yes
