"ID","unit","unit.extended","square","sub.square","raw.material","raw.material.extended","termal.alteration","class","blank","technology","technology.extended","cortex","cortex.y.n","cortex.position","preservation","preservation.extended","length","width","thickness","elongation","robustness","platform.width","platform.thickness","platformW.T.","platform.type","platform.shape","platform.angle","dorsal.thinning","bulb","bulb.type","bulbar.scar","lip","lip.type","curvature","torsion","cross.section","cross.section.symmetry","scar.count","axiality","scar.pattern","distal.end","distal.end.profile","blank.shape","bladelet.neg.blade","blade.neg.flake","typology","typology.reduced","retouch.position","dorsal.retouch.localization","ventral.retouch.localization","retouch.length"
"RF.b_107","A1","A1","57",NA,"Undetermined",NA,TRUE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",24,16.2000007629395,4.19999980926514,1.48148141171107,3.8571432139598,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous left",NA,1.39999997615814
"RF.b_109","A2","A2","69",NA,"Maiolica","B2-4",FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",30.5,16.8999996185303,6.59999990463257,1.80473376854741,2.56060603980738,3.40000009536743,1.79999995231628,1.88888899190927,"Plain","Oval","75","Abrasion",TRUE,"Moderate",FALSE,TRUE,"Moderate","Curved slightly","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous right",NA,1.70000004768372
"RF.b_110","A2","A2","69",NA,"Scaglia.Variegata","SV3",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",21,13.8000001907349,2.79999995231628,1.52173910940226,4.92857158062412,2.90000009536743,1.10000002384186,2.63636366591965,"Linear","Linear","60","No",FALSE,NA,TRUE,TRUE,"Pronounced","Straight","1R","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_111","A1","A1","69",NA,"Scaglia.Variegata",NA,FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",40.7000007629395,14.6999998092651,3.40000009536743,2.76870757081828,4.32352923439448,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","2R","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous left;Mesial right",NA,1.79999995231628
"RF.b_112","A2","A2","79",NA,"Maiolica","B1",FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",21.7000007629395,16.5,3.09999990463257,1.31515156139027,5.3225808089035,3.79999995231628,1.89999997615814,2,"Plain","Oval","60","Abrasion;Hinged scars",TRUE,"Pronounced",FALSE,TRUE,"Pronounced","Straight","0","Triangular",TRUE,2,NA,"Unidirectional parallel",NA,NA,NA,TRUE,FALSE,"Blade with lateral retouch","Other","Direct","Proximal right",NA,1
"RF.b_115","A2","A2tetto","77",NA,"Maiolica","B1",FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",32.4000015258789,16.5,4.80000019073486,1.96363645611387,3.43749986340603,3.29999995231628,1.29999995231628,2.53846159489198,"Plain","Oval","75","Abrasion;Pointed scars",FALSE,NA,TRUE,TRUE,"Pronounced","Straight","1R","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous bilateral",NA,1.20000004768372
"RF.b_116","A2","A2base","53",NA,"Maiolica",NA,FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",20,26,6.40000009536743,0.769230769230769,4.06249993946403,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous right",NA,2.5
"RF.b_117","A2","A2","78",NA,"Maiolica","B2-4",FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Complete","Complete",42.2999992370605,19,4.90000009536743,2.22631574931897,3.87755094494039,1.70000004768372,0.899999976158142,1.88888899190927,"Linear","Linear","60","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Curved slightly","0","Lateral steep",FALSE,1,"Axial","Bidirectional","Convex","Feathered","Sub-parallel",FALSE,FALSE,"Blade with lateral retouch","Other","Alternate","Apex;Distal right","Distal left",2
"RF.b_118","A2","A2","86",NA,"Maiolica","B1",FALSE,"Tool","Bladelet","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",22.3999996185303,11.6999998092651,2.70000004768372,1.91452991313658,4.33333318616135,2.5,0.699999988079071,NA,"Linear","Linear","75","Abrasion",TRUE,"Moderate",FALSE,TRUE,"Pronounced","Curved slightly","0","Triangular",TRUE,1,NA,"Unidirectional convergent",NA,NA,NA,FALSE,FALSE,"Bladelet retouched","Bladelet retouched","Direct",NA,NA,0.600000023841858
"RF.b_119","A2","A2","79",NA,"Maiolica","B1",FALSE,"Tool","Blade","Maintenance","Lateral","1-33%","yes","Left lateral partial","Proximal","Mesio-proximal",33.2000007629395,18.2999992370605,5.09999990463257,1.81420776759947,3.58823521161986,NA,NA,NA,"Undetermined","Undetermined",NA,NA,FALSE,NA,TRUE,FALSE,NA,"Curved","0","Trapezoidal",TRUE,2,NA,"Unidirectional convergent",NA,NA,NA,TRUE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous right;Proximal left",NA,0.899999976158142
"RF.b_120","A2","A2","68",NA,"Maiolica","B2-4",FALSE,"Tool","Blade","Maintenance","Lateral","0%","no",NA,"Proximal","Mesio-proximal",48.9000015258789,16.2000007629395,5.80000019073486,3.01851847055135,2.79310348796505,0.899999976158142,0.600000023841858,1.49999990065893,"Plain","Punctiform","60","Abrasion",FALSE,NA,TRUE,TRUE,"Moderate","Curved slightly","0","Lateral steep",FALSE,1,NA,"Bidirectional",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Base;Continuous left",NA,3
"RF.b_121","A2","A2","85",NA,"Maiolica",NA,FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",43,19.8999996185303,4.80000019073486,2.16080406152167,4.14583308911988,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved slightly","0","Triangular",TRUE,1,"Axial","Unidirectional parallel","Convex","Undetermined",NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Apex;Continuous bilateral",NA,6
"RF.b_122","A2","A2","79",NA,"Scaglia.Variegata",NA,FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",52,15.1000003814697,3.5,3.44370852227348,4.31428582327706,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Mesial",NA,3.79999995231628
"RF.b_124","A2","A2","69",NA,"Scaglia.Variegata",NA,FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",24.3999996185303,12.3999996185303,2,1.96774196525518,6.19999980926515,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Triangular",TRUE,1,"Axial","Unidirectional convergent","Convex","Feathered",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_125","A2","A2","79",NA,"Maiolica",NA,FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",33.5999984741211,15.1999998092651,5.59999990463257,2.21052624314116,2.71428572644992,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous right;Mesial left",NA,1.39999997615814
"RF.b_126","A2","A2","66",NA,"Maiolica",NA,FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",19.6000003814697,21.6000003814697,3.70000004768372,0.907407409042651,5.83783786570267,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Polyhedral",TRUE,3,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous bilateral",NA,1.79999995231628
"RF.b_127","A2","A2","66",NA,"Maiolica",NA,FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",23,11.6000003814697,4.59999990463257,1.98275855548601,2.5217392656438,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_128","A2","A2","69",NA,"Scaglia.Variegata",NA,FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",21.6000003814697,12.1000003814697,3.59999990463257,1.78512394219,3.36111130611396,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Trapezoidal",TRUE,2,"Off-axis right","Unidirectional convergent","Convex","Feathered",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_130","A2","A2","79",NA,"Maiolica",NA,FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",39,14.3999996185303,4.19999980926514,2.70833340507966,3.42857149344724,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved slightly","0","Lateral steep",FALSE,2,"Off-axis right","Unidirectional parallel","Pointed","Pointed",NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Distal left",NA,2.70000004768372
"RF.b_131","A2","A2","69",NA,"Maiolica","B1",FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",32.7000007629395,16.8999996185303,2.79999995231628,1.93491133142305,6.03571425226272,2.90000009536743,1.10000002384186,2.63636366591965,"Plain","Oval","60","Pointed scars",FALSE,NA,FALSE,TRUE,"Moderate","Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous bilateral",NA,4.80000019073486
"RF.b_132","A1","A1","57",NA,"Undetermined",NA,TRUE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",15,20.7999992370605,5.5,0.721153872605614,3.78181804310191,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous left",NA,2.59999990463257
"RF.b_134","A2","A2","66",NA,"Maiolica",NA,FALSE,"Tool","Blade","Initialization","Cortical","66-99%","yes","Middle/centre;Right lateral complete","Mesial","Mesial",29.2000007629395,13.6000003814697,3.29999995231628,2.14705881940453,4.12121229635892,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Lateral steep",TRUE,1,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous left",NA,0.400000005960464
"RF.b_136","A2","A2","66",NA,"Maiolica","B2-4",FALSE,"Tool","Blade","Semi-cortical","Semi-cortical","1-33%","yes","Distal","Proximal","Mesio-proximal",41.5999984741211,20,6.40000009536743,2.07999992370606,3.12499995343387,4.30000019073486,1.79999995231628,2.38888905813665,"Plain","Oval","75","Abrasion",TRUE,"Moderate",FALSE,TRUE,"Pronounced","Curved","0","Polyhedral",TRUE,3,NA,"Unidirectional parallel",NA,NA,NA,TRUE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous bilateral",NA,1.39999997615814
"RF.b_137","A2","A2","65",NA,"Maiolica",NA,FALSE,"Tool","Blade","Initialization","Dihedral","33-66%","yes","Left lateral complete","Mesial","Mesial",28.2000007629395,12.6000003814697,7.30000019073486,2.23809523088682,1.72602740441864,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous right",NA,5.90000009536743
"RF.b_139","A2","A2","69",NA,"Scaglia.Variegata",NA,FALSE,"Blank","Bladelet","Maintenance","Lateral","1-33%","yes","Distal","Distal","Mesio-distal",27.7999992370605,11,2,2.52727265791459,5.5,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Trapezoidal",TRUE,2,"Off-axis left","Unidirectional parallel","Straight","Plunging","Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_140","A2","A2","68",NA,"Scaglia.Variegata","SV3",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",21.6000003814697,13.1999998092651,1.70000004768372,1.63636368890768,7.7647055523618,3,1.20000004768372,2.49999990065892,"Linear","Linear","60","Pointed scars",TRUE,"Moderate",FALSE,TRUE,"Pronounced","Curved slightly","0","Polyhedral",TRUE,3,NA,"Unidirectional parallel",NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
"RF.b_141","A2","A2","88",NA,"Maiolica",NA,FALSE,"Tool","Blade","Maintenance","Maintenance","0%","no",NA,"Distal","Mesio-distal",47.5,24.1000003814697,10,1.97095432564899,2.41000003814697,NA,NA,NA,"Undetermined","Undetermined",NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Trapezoidal",FALSE,2,"Axial","Bidirectional","Convex","Feathered",NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous right",NA,1.20000004768372
"RF.b_142","A2","A2","67",NA,"Maiolica","B2-4",FALSE,"Tool","Blade","Maintenance","Maintenance","0%","no",NA,"Distal","Mesio-distal",39.7999992370605,29.2999992370605,6.69999980926514,1.35836178407537,4.37313433898055,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Polyhedral",TRUE,3,"Axial","Unidirectional parallel","Straight","Plunging",NA,TRUE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous right",NA,2.20000004768372
"RF.b_144","A2","A2","51",NA,"Maiolica","B1",FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Almost-complete",47.4000015258789,13.6000003814697,3.5,3.48529413208418,3.88571439470563,9.5,4.40000009536743,2.15909086229388,"Plain","Oval","60","Pointed scars",FALSE,NA,FALSE,TRUE,"Moderate","Curved","0","Triangular",TRUE,1,"Axial","Unidirectional parallel","Undetermined","Undetermined",NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Distal right",NA,NA
"RF.b_145","A2","A2","86",NA,"Maiolica",NA,FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",66.0999984741211,22.7000007629395,4.69999980926514,2.91189410804062,4.82978759237199,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Trapezoidal",TRUE,2,"Off-axis right","Unidirectional convergent","Pointed","Feathered",NA,FALSE,FALSE,"Blade Aurignacian","Other","Direct","Apex;Continuous bilateral",NA,8.19999980926514
"RF.b_147","A2","A2","81",NA,"Maiolica",NA,FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",22.8999996185303,16.6000003814697,4.5,1.37951801760759,3.68888897365993,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,"Axial","Unidirectional convergent","Pointed","Pointed",NA,FALSE,FALSE,"Blade pointed","Other","Direct","Apex;Continuous right",NA,3.70000004768372
"RF.b_150","A1","A1","55",NA,"Other","Eoc2",TRUE,"Tool","Blade","Semi-cortical","Semi-cortical","1-33%","yes","Right lateral partial","Proximal","Mesio-proximal",45.4000015258789,30,11.5,1.51333338419596,2.60869565217391,10.6000003814697,6.40000009536743,1.65625003492459,"Plain","Irregular","80","No",TRUE,"Pronounced",TRUE,TRUE,"Pronounced","Straight","0","Triangular",TRUE,1,NA,"Crossed",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous left",NA,6.90000009536743
"RF.b_153","A2","A2","66",NA,"Maiolica","B2-4",FALSE,"Tool","Blade","Semi-cortical","Semi-cortical","1-33%","yes","Proximal","Proximal","Mesio-proximal",62.5999984741211,21.2000007629395,3.5,2.95283001043823,6.05714307512557,3.59999990463257,2,1.79999995231629,"Cortical","Oval","75","No",FALSE,NA,FALSE,TRUE,"Pronounced","Curved slightly","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous right",NA,1.79999995231628
"RF.b_154","A2","A2","86",NA,"Maiolica",NA,FALSE,"Tool","Blade","Semi-cortical","Semi-cortical","33-66%","yes","Left lateral complete","Distal","Mesio-distal",33.7000007629395,25.1000003814697,6,1.34262949206243,4.18333339691162,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,"Axial","Unidirectional parallel","Convex","Step",NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous right",NA,1.29999995231628
"RF.b_155","A2","A2","30",NA,"Maiolica","B2-4",FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",32.2000007629395,17.6000003814697,4.80000019073486,1.82954545823996,3.66666660043928,3.90000009536743,1.89999997615814,2.05263165489789,"Plain","Oval","60","Abrasion;Hinged scars",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Polyhedral",TRUE,3,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous right",NA,NA
"RF.b_156","A2","A2","88",NA,"Maiolica","B2-4",FALSE,"Tool","Blade","Semi-cortical","Semi-cortical","1-33%","yes","Right lateral complete","Proximal","Mesio-proximal",39.4000015258789,17.7999992370605,5.69999980926514,2.21348332666476,3.12280698819099,4.80000019073486,0.800000011920929,6.0000001490116,"Linear","Linear","75","No",TRUE,"Moderate",FALSE,TRUE,"Pronounced","Curved slightly","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous bilateral",NA,NA
"RF.b_157","A2","A2tetto","89",NA,"Maiolica",NA,FALSE,"Tool","Blade","Semi-cortical","Semi-cortical","33-66%","yes","Left lateral complete","Distal","Mesio-distal",38,23,10.6999998092651,1.65217391304348,2.14953274859728,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Lateral steep",FALSE,1,"Axial","Unidirectional parallel","Convex","Feathered",NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct",NA,"Distal right",NA
"RF.b_158","A2","A2","86",NA,"Maiolica",NA,FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",52.2000007629395,15.8000001907349,5.40000009536743,3.30379747675886,2.92592590957349,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Triangular",TRUE,1,"Axial","Unidirectional parallel","Convex","Feathered",NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Apex;Continuous bilateral",NA,3.20000004768372
"RF.b_160","A2","A2tetto","69",NA,"Maiolica",NA,FALSE,"Tool","Blade","Semi-cortical","Semi-cortical","33-66%","yes","Left lateral complete","Mesial","Mesial",31.7999992370605,17.7000007629395,5.90000009536743,1.79661004894665,3.00000008081986,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Lateral steep",FALSE,1,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous right",NA,1.79999995231628
"RF.b_161","A2","A2","76",NA,"Maiolica","B2-4",FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",43.5,20,8.39999961853027,2.175,2.38095248907873,5,1.79999995231628,2.77777785136377,"Plain","Oval","75","Hinged scars",FALSE,NA,FALSE,TRUE,"Pronounced","Curved","0","Triangular",FALSE,1,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous left",NA,1.70000004768372
"RF.b_163","A2","A2","85",NA,"Maiolica","B1",FALSE,"Tool","Blade","Maintenance","Maintenance","0%","no",NA,"Complete","Complete",40,17.1000003814697,6.5,2.33918123436686,2.63076928945688,3,1.5,2,"Plain","Oval","80","Abrasion;Laminar scars",TRUE,"Moderate",TRUE,TRUE,"Pronounced","Straight","1R","Lateral steep",FALSE,3,"Axial","Unidirectional transverse","Convex","Feathered","Sub-parallel",TRUE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous left",NA,NA
"RF.b_170","A2","A2","55",NA,"Maiolica","B2-4",FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",20,12.6999998092651,3.59999990463257,1.57480317325747,3.52777781825006,NA,NA,NA,"Undetermined","Undetermined",NA,NA,FALSE,NA,TRUE,FALSE,NA,"Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous bilateral",NA,4.90000009536743
"RF.b_172","A2","A2","87",NA,"Maiolica","B2-4",FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",33.4000015258789,21.7999992370605,7.19999980926514,1.53211021535717,3.02777775202268,8.19999980926514,3.29999995231628,2.48484846295514,"Plain","Oval","60","Abrasion;Pointed scars",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Continuous bilateral",NA,5.90000009536743
"RF.b_176","A2","A2","45",NA,"Maiolica",NA,FALSE,"Tool","Blade","Maintenance","Lateral","33-66%","yes","Left lateral complete","Distal","Mesio-distal",36.5,18.7000007629395,7.80000019073486,1.95187157811979,2.3974359366237,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Lateral steep",FALSE,1,"Off-axis right","Unidirectional parallel","Convex","Plunging",NA,FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Mesial right",NA,3.09999990463257
"RF.b_178","A2","A2","89",NA,"Maiolica",NA,FALSE,"Tool","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",45.2999992370605,18,5.30000019073486,2.51666662428114,3.39622629287193,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved slightly","0","Trapezoidal",TRUE,2,NA,"Unidirectional convergent",NA,NA,"Convergent",FALSE,FALSE,"Blade with lateral retouch","Other","Direct","Mesial right",NA,NA
